Sr No.,Player me,Team Code,Age,Player Height,Player_Weight,country,draft_year,draft_round,draft_number,pts,net_rating
9413,Brandon Jennings,WAS,27,185.42,77.11064,USA,2009,1,10,7.1,-3
9414,Brandon Ingram,LAL,19,205.74,86.18248,USA,2016,1,2,9.4,-8
9415,Brandon Bass,LAC,32,203.2,113.398,USA,2005,2,33,5.6,-13
9416,Brandan Wright,MEM,29,208.28,95.25432,USA,2007,1,8,6.8,3.9
9417,Bradley Beal,WAS,24,195.58,93.893544,USA,2012,1,3,23.1,5.6
9418,Boris Diaw,UTA,35,203.2,113.398,France,2003,1,21,4.6,2.4
9419,Bojan Bogdanovic,WAS,28,203.2,102.0582,Croatia,2011,2,31,13.7,-7
9420,Bobby Portis,CHI,22,210.82,111.583632,USA,2015,1,22,6.8,-4.3
9421,Bobby Brown,HOU,32,187.96,79.3786,USA,,,,2.5,-12.1
9422,Boban Marjanovic,DET,28,220.98,131.54168,Serbia,,,,5.5,1.9
9423,Blake Griffin,LAC,28,208.28,113.851592,USA,2009,1,1,21.6,10.6
9424,Bismack Biyombo,ORL,24,205.74,115.66596,Democratic Republic of the Congo,2011,1,7,6,-9.4
9425,Beno Udrih,DET,34,190.5,92.98636,Slovenia,2004,1,28,5.8,5.4
9426,Ben McLemore,SAC,24,195.58,88.45044,USA,2013,1,7,8.1,-6.5
9427,Ben Bentil,DAL,22,205.74,106.59412,Gha,2016,2,51,0,-44
9428,Axel Toupane,NOP,24,200.66,95.25432,France,,,,2.8,-6.8
9429,Avery Bradley,BOS,26,187.96,81.64656,USA,2010,1,19,16.3,1.2
9430,Austin Rivers,LAC,24,193.04,90.7184,USA,2012,1,10,12,-0.1
9431,Arron Afflalo,SAC,31,195.58,95.25432,USA,2007,1,27,8.4,-7.7
9432,Aron Baynes,DET,30,208.28,117.93392,Australia,,,,4.9,5.2
9433,Arinze Onuaku,ORL,29,205.74,115.66596,USA,,,,0.5,-30.5
9434,Archie Goodwin,BKN,22,195.58,92.98636,USA,2013,1,29,7.3,-5.4
9435,Anthony Tolliver,SAC,32,203.2,108.86208,USA,,,,7.1,-4.8
9436,Brook Lopez,BKN,29,213.36,121.562656,USA,2008,1,10,20.5,-4.2
9437,Jordan Hill,MIN,29,208.28,108.86208,USA,2009,1,8,1.7,13.9
9438,Derrick Rose,NYK,28,190.5,86.18248,USA,2008,1,1,18,-3.9
9439,Devin Booker,PHX,20,198.12,93.439952,USA,2015,1,13,22.1,-4.4
9440,Jaylen Brown,BOS,20,200.66,102.0582,USA,2016,1,3,6.6,-2.2
9441,Jason Terry,MIL,39,187.96,83.91452,USA,1999,1,10,4.1,4.7
9442,Jason Smith,WAS,31,213.36,108.86208,USA,2007,1,20,5.7,-0.7
9443,Jarrod Uthoff,DAL,24,205.74,100.243832,USA,,,,4.4,-26.8
9444,Jarrett Jack,NOP,33,190.5,90.7184,USA,2005,1,22,3,-14.3
9445,Jarnell Stokes,DEN,23,205.74,115.66596,USA,2014,2,35,1.5,-3.1
9446,Jarell Martin,MEM,23,208.28,108.408488,USA,2015,1,25,3.9,-4.1
9447,Jarell Eddie,PHX,25,200.66,98.883056,USA,,,,4.8,-3.4
9448,Jared Sullinger,TOR,25,205.74,117.93392,USA,2012,1,21,3.4,-15.8
9449,Jared Dudley,PHX,31,200.66,102.0582,USA,2007,1,22,6.8,-1
9450,James Young,BOS,21,198.12,97.52228,USA,2014,1,17,2.3,-5.8
9451,James Michael McAdoo,GSW,24,205.74,108.86208,USA,,,,2.8,-0.7
9452,Jeff Green,ORL,30,205.74,106.59412,USA,2007,1,5,9.2,-9.1
9453,James Jones,CLE,36,203.2,98.883056,USA,2003,2,49,2.8,-11.2
9454,James Harden,HOU,27,195.58,99.79024,USA,2009,1,3,29.1,6.3
9455,James Ennis III,MEM,26,200.66,95.25432,USA,2013,2,50,6.7,0.7
9456,Jameer Nelson,DEN,35,182.88,86.18248,USA,2004,1,20,9.2,1.1
9457,Jamal Murray,DEN,20,193.04,93.893544,Cada,2016,1,7,9.9,1
9458,Jamal Crawford,LAC,37,195.58,88.45044,USA,2000,1,8,12.3,-1.7
9459,Jakob Poeltl,TOR,21,213.36,104.32616,Austria,2016,1,9,3.1,0.3
9460,Jake Layman,POR,23,205.74,95.25432,USA,2016,2,47,2.2,-0.4
9461,Jahlil Okafor,PHI,21,210.82,124.7378,USA,2015,1,3,11.8,-14.5
9462,Jae Crowder,BOS,26,198.12,106.59412,USA,2012,2,34,13.9,7.8
9463,Jabari Parker,MIL,22,203.2,113.398,USA,2014,1,2,20.1,-2.5
9464,JaVale McGee,GSW,29,213.36,122.46984,USA,2008,1,18,6.1,18.7
9465,JaMychal Green,MEM,27,205.74,102.965384,USA,,,,8.9,0.4
9466,James Johnson,MIA,30,205.74,113.398,USA,2009,1,16,12.8,2.6
9467,Jeff Teague,IND,29,187.96,84.368112,USA,2009,1,19,15.3,1.2
9468,Jeff Withey,UTA,27,213.36,104.779752,USA,2013,2,39,2.9,-0.2
9469,Jerami Grant,OKC,23,205.74,95.25432,USA,2014,2,39,5.5,-5.4
9470,Jordan Crawford,NOP,28,195.58,88.45044,USA,2010,1,27,14.1,0.2
9471,Jordan Clarkson,LAL,25,195.58,87.996848,USA,2014,2,46,14.7,-8.9
9472,Jothon Simmons,SAS,27,198.12,88.45044,USA,,,,6.2,8.8
9473,Jothan Gibson,DAL,29,187.96,83.91452,USA,,,,6.2,-19.6
9474,Jos Valancius,TOR,25,213.36,115.66596,Lithuania,2011,1,5,12,2.5
9475,Jos Jerebko,BOS,30,208.28,104.779752,Sweden,2009,2,39,3.8,3.2
9476,Jon Leuer,DET,28,208.28,103.418976,USA,2011,2,40,10.2,-2.3
9477,Johnny O'Bryant III,CHA,24,205.74,116.573144,USA,2014,2,36,3.5,-15.2
9478,John Wall,WAS,26,193.04,95.25432,USA,2010,1,1,23.1,3.9
9479,John Lucas III,MIN,34,180.34,75.296272,USA,,,,0.4,46.9
9480,John Jenkins,PHX,26,193.04,97.52228,USA,2012,1,23,1.8,21.6
9481,John Henson,MIL,26,210.82,103.872568,USA,2012,1,14,6.8,-1.8
9482,Joffrey Lauvergne,CHI,25,210.82,99.79024,France,2013,2,55,5.4,-5.6
9483,Joel Embiid,PHI,23,213.36,113.398,Cameroon,2014,1,3,20.2,3.2
9484,Joel Bolomboy,UTA,23,205.74,106.59412,Ukraine,2016,2,52,1.8,11.3
9485,Joel Anthony,SAS,34,205.74,111.13004,Cada,,,,1.3,-7.3
9486,Joe Young,IND,25,187.96,81.64656,USA,2015,2,43,2.1,-26.1
9487,Joe Johnson,UTA,36,200.66,108.86208,USA,2001,1,10,9.2,4.2
9488,Joe Ingles,UTA,29,203.2,102.511792,Australia,,,,7.1,4.8
9489,Joe Harris,BKN,25,198.12,99.336648,USA,2014,2,33,8.2,-10.5
9490,Jodie Meeks,ORL,29,193.04,95.25432,USA,2009,2,41,9.1,-5.4
9491,Joakim Noah,NYK,32,210.82,104.32616,USA,2007,1,9,5,-6
9492,Jimmy Butler,CHI,27,200.66,104.779752,USA,2011,1,30,23.9,3
9493,Jerryd Bayless,PHI,28,190.5,90.7184,USA,2008,1,11,11,-12.9
9494,Jerian Grant,CHI,24,193.04,89.811216,USA,2015,1,19,5.9,2.6
9495,Jeremy Lin,BKN,28,190.5,90.7184,USA,,,,14.5,-2.9
9496,Jeremy Lamb,CHA,25,195.58,83.91452,USA,2012,1,12,9.7,-1.1
9497,JR Smith,CLE,31,198.12,102.0582,USA,2004,1,18,8.6,3.3
9498,Derrick Williams,CLE,26,203.2,108.86208,USA,2011,1,2,6.1,-3.2
9499,JJ Redick,LAC,33,193.04,86.18248,USA,2006,1,11,15,9.7
9500,Ivica Zubac,LAL,20,215.9,108.86208,Croatia,2016,2,32,7.5,-9.3
9501,Evan Fournier,ORL,24,200.66,92.98636,France,2012,1,20,17.2,-4.9
9502,Ersan Ilyasova,ATL,30,208.28,106.59412,Turkey,2005,2,36,13.1,-0.9
9503,Eric Gordon,HOU,28,193.04,97.52228,USA,2008,1,7,16.2,6.2
9504,Eric Bledsoe,PHX,27,185.42,92.98636,USA,2010,1,18,21.1,-4.1
9505,Enes Kanter,OKC,25,210.82,111.13004,Turkey,2011,1,3,14.3,-0.1
9506,Emmanuel Mudiay,DEN,21,195.58,90.7184,Democratic Republic of the Congo,2015,1,7,11,-5.5
9507,Elijah Millsap,PHX,29,200.66,97.52228,USA,,,,1.5,-1.8
9508,Elfrid Payton,ORL,23,193.04,83.91452,USA,2014,1,10,12.8,-2.7
9509,Edy Tavares,CLE,25,220.98,120.20188,Cabo Verde,2014,2,43,4,15.2
9510,Ed Davis,POR,28,208.28,111.13004,USA,2010,1,13,4.3,-5.9
9511,E'Twaun Moore,NOP,28,193.04,86.636072,USA,2011,2,55,9.6,-2.4
9512,Dwyane Wade,CHI,35,193.04,99.79024,USA,2003,1,5,18.3,-2.4
9513,Evan Turner,POR,28,200.66,99.79024,USA,2010,1,2,9,-4.5
9514,Dwight Powell,DAL,25,210.82,108.86208,Cada,2014,2,45,6.7,-6.4
9515,Draymond Green,GSW,27,200.66,104.32616,USA,2012,2,35,10.2,15.9
9516,Dragan Bender,PHX,19,215.9,102.0582,Croatia,2016,1,4,3.4,-2
9517,Doug McDermott,OKC,25,203.2,99.336648,USA,2014,1,11,9,-3.1
9518,Dorian Finney-Smith,DAL,24,203.2,99.79024,USA,,,,4.3,-1.4
9519,Dotas Motiejus,NOP,26,213.36,100.697424,Lithuania,2011,1,20,4.4,-11.1
9520,Domantas Sabonis,OKC,21,210.82,108.86208,Lithuania,2016,1,11,5.9,0.2
9521,Dirk Nowitzki,DAL,39,213.36,111.13004,Germany,1998,1,9,14.2,-1.7
9522,Dion Waiters,MIA,25,193.04,99.79024,USA,2012,1,4,15.8,2.8
9523,Diamond Stone,LAC,20,210.82,115.66596,USA,2016,2,40,1.4,-58.7
9524,Deyonta Davis,MEM,20,208.28,108.86208,USA,2016,2,31,1.6,-7.2
9525,Dewayne Dedmon,SAS,27,213.36,111.13004,USA,,,,5.1,8.4
9526,Devin Harris,DAL,34,190.5,83.91452,USA,2004,1,5,6.7,2.1
9527,Dwight Howard,ATL,31,210.82,120.20188,USA,2004,1,1,13.5,-2
9528,Frank Kaminsky,CHA,24,213.36,108.86208,USA,2015,1,9,11.7,0.9
9529,Fred VanVleet,TOR,23,182.88,88.45044,USA,,,,2.9,12.1
9530,Garrett Temple,SAC,31,198.12,88.45044,USA,,,,7.8,-5.1
9531,Ish Smith,DET,28,182.88,79.3786,USA,,,,9.4,0.6
9532,Isaiah Whitehead,BKN,22,193.04,96.615096,USA,2016,2,42,7.4,-2.9
9533,Isaiah Thomas,BOS,28,175.26,83.91452,USA,2011,2,60,28.9,5
9534,Isaiah Taylor,HOU,22,190.5,77.11064,USA,,,,0.8,-14.6
9535,Isaiah Caan,CHI,26,182.88,91.171992,USA,2013,2,34,4.6,-6.8
9536,Iman Shumpert,CLE,27,195.58,99.79024,USA,2011,1,17,7.5,1.9
9537,Ian Mahinmi,WAS,30,210.82,118.841104,France,2005,1,28,5.6,0.3
9538,Ian Clark,GSW,26,190.5,79.3786,USA,,,,6.8,3.1
9539,Hollis Thompson,NOP,26,203.2,93.439952,USA,,,,5.1,-6
9540,Henry Ellenson,DET,20,210.82,111.13004,USA,2016,1,18,3.2,-2
9541,Hassan Whiteside,MIA,28,213.36,120.20188,USA,2010,2,33,17,1.3
9542,Harrison Barnes,DAL,25,203.2,102.0582,USA,2012,1,7,19.2,-2.1
9543,Greivis Vasquez,BKN,30,198.12,98.429464,Venezuela,2010,1,28,2.3,-18.7
9544,Greg Monroe,MIL,27,210.82,120.20188,USA,2010,1,7,11.7,3.7
9545,Gorgui Dieng,MIN,27,210.82,108.86208,Senegal,2013,1,21,10,0.2
9546,Gordon Hayward,UTA,27,203.2,102.511792,USA,2010,1,9,21.9,7.1
9547,Goran Dragic,MIA,31,190.5,86.18248,Slovenia,2008,2,45,20.3,0.6
9548,Glenn Robinson III,IND,23,198.12,100.697424,USA,2014,2,40,6.1,-1.9
9549,Giannis Antetokounmpo,MIL,22,210.82,100.697424,Greece,2013,1,15,22.9,1.5
9550,Gerald Henderson,PHI,29,195.58,97.52228,USA,2009,1,12,9.2,-8.4
9551,Gerald Green,BOS,31,200.66,92.98636,USA,2005,1,18,5.6,1.3
9552,Georgios Papagiannis,SAC,19,215.9,108.86208,Greece,2016,1,13,5.6,-6.2
9553,Georges Niang,IND,24,203.2,104.32616,USA,2016,2,50,0.9,-5.3
9554,George Hill,UTA,31,190.5,85.275296,USA,2008,1,26,16.9,8.6
9555,Gary Payton II,MIL,24,190.5,86.18248,USA,,,,3.3,-26.5
9556,Gary Neal,ATL,32,193.04,95.25432,USA,,,,2,-18
9557,Gary Harris,DEN,22,193.04,95.25432,USA,2014,1,19,14.9,1
9558,J.J. Barea,DAL,33,182.88,83.91452,Puerto Rico,,,,10.9,1.8
9559,Zaza Pachulia,GSW,33,210.82,124.7378,Georgia,2003,2,42,6.1,15.8
9560,Willy Herngomez,NYK,23,210.82,108.86208,Spain,2015,2,35,8.2,-2.8
9561,Briante Weber,MEM,25,187.96,74.84268,USA,,,,2.8,-21.6
9562,Jae Crowder,UTA,27,198.12,106.59412,USA,2012,2,34,9.7,0.6
9563,Jahlil Okafor,BKN,22,210.82,117.93392,USA,2015,1,3,6.3,-22.6
9564,Jake Layman,POR,24,205.74,95.25432,USA,2016,2,47,1,-11.5
9565,Jakob Poeltl,TOR,22,213.36,104.32616,Austria,2016,1,9,6.9,8.3
9566,Jalen Jones,DAL,25,200.66,99.79024,USA,,,,4.6,-6.6
9567,Jamal Crawford,MIN,38,195.58,83.91452,USA,2000,1,8,10.3,-4.5
9568,Jamal Murray,DEN,21,193.04,93.893544,Cada,2016,1,7,16.7,3.7
9569,Jameel Warney,DAL,24,203.2,117.93392,USA,,,,5.7,-7.4
9570,Jameer Nelson,DET,36,182.88,86.18248,USA,2004,1,20,4.9,-5.7
9571,Jamel Artis,ORL,25,200.66,96.615096,USA,,,,5.1,-0.9
9572,James Ennis III,DET,27,200.66,95.25432,USA,2013,2,50,7.1,-5.6
9573,James Harden,HOU,28,195.58,99.79024,USA,2009,1,3,30.4,10
9574,Jacob Wiley,BKN,23,203.2,101.151016,USA,,,,0.8,18.1
9575,James Johnson,MIA,31,203.2,108.86208,USA,2009,1,16,10.8,0.1
9576,James Webb III,BKN,24,205.74,91.625584,USA,,,,1.6,-13.3
9577,James Young,PHI,22,198.12,97.52228,USA,2014,1,17,2.8,-20.4
9578,Jamil Wilson,LAC,27,200.66,103.872568,USA,,,,7,0.8
9579,Jared Dudley,PHX,32,200.66,108.86208,USA,2007,1,22,3.2,0.1
9580,Jarell Eddie,CHI,26,200.66,98.883056,USA,,,,0,-10
9581,Jarell Martin,MEM,24,208.28,108.408488,USA,2015,1,25,7.7,-7.6
9582,Jarrett Allen,BKN,20,210.82,106.140528,USA,2017,1,22,8.2,-4.1
9583,Jarrett Jack,NYK,34,190.5,90.7184,USA,2005,1,22,7.5,-0.7
9584,Jason Smith,WAS,32,213.36,108.86208,USA,2007,1,20,3.4,-15.8
9585,Jason Terry,MIL,40,187.96,83.91452,USA,1999,1,10,3.3,1.5
9586,Jawun Evans,LAC,21,182.88,86.18248,USA,2017,2,39,4.8,2.1
9587,Jaylen Brown,BOS,21,200.66,102.0582,USA,2016,1,3,14.5,7.7
9588,James Michael McAdoo,PHI,25,205.74,104.32616,USA,,,,2.7,2.6
9589,Jaylen Morris,ATL,22,195.58,83.91452,USA,,,,4.7,-17.9
9590,Jacob Pullen,PHI,28,185.42,90.7184,USA,,,,0.7,4.2
9591,Jabari Parker,MIL,23,203.2,113.398,USA,2014,1,2,12.6,-3.9
9592,Gordon Hayward,BOS,28,203.2,102.511792,USA,2010,1,9,2,27.3
9593,Gorgui Dieng,MIN,28,210.82,113.851592,Senegal,2013,1,21,5.9,-6.6
9594,Greg Monroe,BOS,28,210.82,120.20188,USA,2010,1,7,10.3,-9.6
9595,Guerschon Yabusele,BOS,22,203.2,117.93392,France,2016,1,16,2.4,-0.8
9596,Harrison Barnes,DAL,26,203.2,102.0582,USA,2012,1,7,18.9,-6.1
9597,Hassan Whiteside,MIA,29,213.36,120.20188,USA,2010,2,33,14,-2.8
9598,Henry Ellenson,DET,21,210.82,111.13004,USA,2016,1,18,4,0.5
9599,Ian Clark,NOP,27,190.5,79.3786,USA,,,,7.4,1
9600,Ian Mahinmi,WAS,31,210.82,118.841104,France,2005,1,28,4.8,1.4
9601,Ike Anigbogu,IND,19,208.28,118.841104,USA,2017,2,47,1.2,-25.5
9602,Iman Shumpert,SAC,28,195.58,99.79024,USA,2011,1,17,4.4,5.4
9603,Isaiah Caan,OKC,27,182.88,91.171992,USA,2013,2,34,8.6,1.2
9604,Jack Cooley,SAC,27,208.28,124.284208,USA,,,,5.7,-4.6
9605,Isaiah Hicks,NYK,23,205.74,109.769264,USA,,,,4.4,-7.7
9606,Isaiah Thomas,LAL,29,175.26,83.91452,USA,2011,2,60,15.2,-6.9
9607,Isaiah Whitehead,BKN,23,193.04,96.615096,USA,2016,2,42,6.3,-2.3
9608,Ish Smith,DET,29,182.88,79.3786,USA,,,,10.9,0.8
9609,Ivan Rabb,MEM,21,208.28,99.79024,USA,2017,2,35,5.6,-8.4
9610,Ivica Zubac,LAL,21,215.9,108.86208,Croatia,2016,2,32,3.7,5
9611,J.J. Barea,DAL,34,182.88,83.91452,Puerto Rico,,,,11.6,0.7
9612,JJ Redick,PHI,34,193.04,90.7184,USA,2006,1,11,17.1,7
9613,JR Smith,CLE,32,198.12,102.0582,USA,2004,1,18,8.3,-2.3
9614,JaKarr Sampson,SAC,25,205.74,93.893544,USA,,,,4.7,-0.1
9615,JaMychal Green,MEM,28,205.74,102.965384,USA,,,,10.3,-8
9616,JaVale McGee,GSW,30,213.36,122.46984,USA,2008,1,18,4.8,2.6
9617,Jabari Bird,BOS,23,198.12,89.811216,USA,2017,2,56,3,6.6
9618,Isaiah Taylor,ATL,23,190.5,77.11064,USA,,,,6.6,-0.8
9619,Jayson Tatum,BOS,20,203.2,92.98636,USA,2017,1,3,13.9,6.9
9620,Jeff Green,CLE,31,205.74,106.59412,USA,2007,1,5,10.8,3.7
9621,Jeff Teague,MIN,30,187.96,85.728888,USA,2009,1,19,14.2,2.7
9622,Jordan Crawford,NOP,29,195.58,88.45044,USA,2010,1,27,6.6,-14.5
9623,Jordan Mickey,MIA,23,203.2,106.59412,USA,2015,2,33,4,-6
9624,Jose Calderon,CLE,36,190.5,90.7184,Spain,,,,4.5,3.2
9625,Josh Gray,PHX,24,185.42,81.64656,USA,,,,6.4,-35.1
9626,Josh Hart,LAL,23,195.58,97.52228,USA,2017,1,30,7.9,-1.9
9627,Josh Huestis,OKC,26,200.66,104.32616,USA,2014,1,29,2.3,6
9628,Josh Jackson,PHX,21,203.2,90.7184,USA,2017,1,4,13.1,-11.7
9629,Josh Magette,ATL,28,185.42,72.57472,USA,,,,2.6,-0.5
9630,Josh McRoberts,DAL,31,208.28,108.86208,USA,2007,2,37,0,-14.3
9631,Josh Richardson,MIA,24,198.12,90.7184,USA,2015,2,40,12.9,0.8
9632,Josh Smith,NOP,32,205.74,102.0582,USA,2004,1,17,0.7,-34.3
9633,Jrue Holiday,NOP,28,193.04,92.98636,USA,2009,1,17,19,4.9
9634,Jordan Clarkson,CLE,26,195.58,87.996848,USA,2014,2,46,13.9,-1.9
9635,Juancho Herngomez,DEN,22,205.74,104.32616,Spain,2016,1,15,3.3,-4.2
9636,Julyan Stone,CHA,29,198.12,90.7184,USA,,,,0.8,9.3
9637,Justin Anderson,PHI,24,198.12,104.32616,USA,2015,1,21,6.2,-7.2
9638,Justin Holiday,CHI,29,198.12,83.91452,USA,,,,12.2,-4
9639,Justin Jackson,SAC,23,203.2,95.25432,USA,2017,1,15,6.7,-7.6
9640,Justin Patton,MIN,21,213.36,107.047712,USA,2017,1,16,2,30
9641,Justise Winslow,MIA,22,200.66,102.0582,USA,2015,1,10,7.8,1
9642,Jusuf Nurkic,POR,23,213.36,127.00576,Bosnia and Herzegovi,2014,1,16,14.3,3.6
9643,Kadeem Allen,BOS,25,190.5,90.7184,USA,2017,2,53,1.1,-8.4
9644,Karl-Anthony Towns,MIN,22,213.36,112.490816,USA,2015,1,1,21.3,6.1
9645,Kawhi Leord,SAS,27,200.66,104.32616,USA,2011,1,15,16.2,3.9
9646,Kay Felder,DET,23,175.26,79.832192,USA,2016,2,54,3.6,-15.1
9647,Kelly Olynyk,MIA,27,213.36,111.13004,Cada,2013,1,13,11.5,5.3
9648,Julius Randle,LAL,23,205.74,113.398,USA,2014,1,7,16.1,-1.4
9649,Jordan Bell,GSW,23,205.74,101.604608,USA,2017,2,38,4.6,8.9
9650,Jothon Simmons,ORL,28,198.12,88.45044,USA,,,,13.9,-6.9
9651,Jothan Isaac,ORL,20,208.28,95.25432,USA,2017,1,6,5.4,-8.6
9652,Jeff Withey,DAL,28,213.36,104.32616,USA,2013,2,39,1.5,25
9653,Jerami Grant,OKC,24,205.74,99.79024,USA,2014,2,39,8.4,1.7
9654,Jeremy Evans,ATL,30,205.74,90.7184,USA,2010,2,55,2,-23.1
9655,Jeremy Lamb,CHA,26,195.58,83.91452,USA,2012,1,12,12.9,1.3
9656,Jeremy Lin,BKN,29,190.5,90.7184,USA,,,,18,-9.5
9657,Jerian Grant,CHI,25,193.04,89.811216,USA,2015,1,19,8.4,-7.1
9658,Jerryd Bayless,PHI,29,190.5,90.7184,USA,2008,1,11,7.9,-3.4
9659,Jimmy Butler,MIN,28,203.2,107.047712,USA,2011,1,30,22.2,8.3
9660,Joakim Noah,NYK,33,210.82,104.32616,USA,2007,1,9,1.7,-1.9
9661,Jodie Meeks,WAS,30,193.04,95.25432,USA,2009,2,41,6.3,-6.8
9662,Joe Harris,BKN,26,198.12,99.336648,USA,2014,2,33,10.8,-3.3
9663,Joe Ingles,UTA,30,203.2,102.511792,Australia,,,,11.5,5.3
9664,Joe Johnson,HOU,37,200.66,108.86208,USA,2001,1,10,6.8,-3.6
9665,Joe Young,IND,26,187.96,83.91452,USA,2015,2,43,3.9,-6.8
9666,Joel Bolomboy,UTA,24,205.74,106.59412,Ukraine,2016,2,52,1.5,-18.1
9667,Joel Embiid,PHI,24,213.36,113.398,Cameroon,2014,1,3,22.9,11.7
9668,Joffrey Lauvergne,SAS,26,210.82,117.93392,France,2013,2,55,4.1,-5.8
9669,John Collins,ATL,20,208.28,106.59412,USA,2017,1,19,10.5,-6.2
9670,John Henson,MIL,27,210.82,103.872568,USA,2012,1,14,8.8,4.9
9671,John Holland,CLE,29,195.58,92.98636,USA,,,,2.3,-8.8
9672,John Wall,WAS,27,193.04,95.25432,USA,2010,1,1,19.4,3.8
9673,Johthan Motley,DAL,23,208.28,104.32616,USA,,,,8.7,-3.4
9674,Johnny O'Bryant III,CHA,25,205.74,116.573144,USA,2014,2,36,4.8,-10.7
9675,Jon Leuer,DET,29,208.28,103.418976,USA,2011,2,40,5.4,1.8
9676,Jos Jerebko,UTA,31,208.28,104.779752,Sweden,2009,2,39,5.8,1.7
9677,Jos Valancius,TOR,26,213.36,115.66596,Lithuania,2011,1,5,12.7,5.6
9678,Jothan Gibson,BOS,30,187.96,83.91452,USA,,,,8.5,0.2
9679,Goran Dragic,MIA,32,190.5,86.18248,Slovenia,2008,2,45,17.3,0.2
9680,Glenn Robinson III,IND,24,200.66,97.52228,USA,2014,2,40,4.1,-0.6
9681,Giannis Antetokounmpo,MIL,23,210.82,100.697424,Greece,2013,1,15,26.9,2.8
9682,Gian Clavell,DAL,24,193.04,83.91452,Puerto Rico,,,,2.9,14.8
9683,Damian Jones,GSW,23,213.36,111.13004,USA,2016,1,30,1.7,0.5
9684,Damian Lillard,POR,27,190.5,88.45044,USA,2012,1,6,26.9,6.1
9685,Damien Wilkins,IND,38,198.12,98.429464,USA,,,,1.7,7
9686,Damion Lee,ATL,25,198.12,95.25432,USA,,,,10.7,-3.6
9687,Damyean Dotson,NYK,24,195.58,95.25432,USA,2017,2,44,4.1,-2.8
9688,Daniel Hamilton,OKC,22,200.66,88.45044,USA,2016,2,56,2,-22.8
9689,Daniel Theis,BOS,26,205.74,110.222856,Germany,,,,5.3,1.2
9690,Danilo Galliri,LAC,29,208.28,102.0582,Italy,2008,1,6,15.3,0.3
9691,Danny Green,SAS,31,198.12,97.52228,USA,2009,2,46,8.6,2.4
9692,Dante Cunningham,BKN,31,203.2,104.32616,USA,2009,2,33,5.7,-1.1
9693,Dante Exum,UTA,22,198.12,86.18248,Australia,2014,1,5,8.1,8.1
9694,Danuel House Jr.,PHX,25,200.66,99.79024,USA,,,,6.6,3.2
9695,Dakari Johnson,OKC,22,213.36,115.66596,USA,2015,2,48,1.8,10.9
9696,Dario Saric,PHI,24,208.28,101.151016,Croatia,2014,1,12,14.6,5.9
9697,Darrell Arthur,DEN,30,205.74,106.59412,USA,2008,1,27,2.8,-10.5
9698,Darren Collison,IND,30,187.96,83.91452,USA,2009,1,21,12.4,2.6
9699,Darrun Hilliard,SAS,25,198.12,99.79024,USA,2015,2,38,1.1,5.6
9700,David Nwaba,CHI,25,193.04,94.800728,USA,,,,7.9,-5.8
9701,David Stockton,UTA,27,180.34,74.84268,USA,,,,3.3,-46.3
9702,David West,GSW,37,205.74,113.398,USA,2003,1,18,6.8,1.9
9703,Davis Bertans,SAS,25,208.28,95.25432,Latvia,2011,2,42,5.9,3.5
9704,Davon Reed,PHX,23,198.12,95.25432,USA,2017,2,32,3,-14.2
9705,De'Aaron Fox,SAC,20,190.5,79.3786,USA,2017,1,5,11.6,-10.2
9706,DeAndre Jordan,LAC,29,210.82,120.20188,USA,2008,2,35,12,-2.4
9707,DeAndre Liggins,NOP,30,198.12,94.800728,USA,2011,2,53,1.7,-13.2
9708,DeAndre' Bembry,ATL,23,198.12,95.25432,USA,2016,1,21,5.2,-7.5
9709,Darius Miller,NOP,28,203.2,102.0582,USA,2012,2,46,7.8,-0.6
9710,D.J. Wilson,MIL,22,208.28,107.047712,USA,2017,1,17,1,-30.7
9711,D.J. Augustin,ORL,30,182.88,83.007336,USA,2008,1,9,10.2,-3.8
9712,D'Angelo Russell,BKN,22,195.58,88.45044,USA,2015,1,2,15.5,-7.2
9713,Brook Lopez,LAL,30,213.36,121.562656,USA,2008,1,10,13,-2.3
9714,Bruno Caboclo,SAC,22,205.74,92.98636,Brazil,2014,1,20,2.2,2.4
9715,Bryn Forbes,SAS,24,190.5,86.18248,USA,,,,6.9,3.5
9716,Buddy Hield,SAC,25,193.04,97.068688,Bahamas,2016,1,6,13.5,-4.1
9717,C.J. Williams,LAC,28,195.58,104.32616,USA,,,,5.5,-1.2
9718,CJ McCollum,POR,26,190.5,86.18248,USA,2013,1,10,21.4,1.6
9719,CJ Miles,TOR,31,198.12,102.0582,USA,2005,2,34,10,8
9720,Caleb Swanigan,POR,21,203.2,113.398,USA,2017,1,26,2.3,-3.1
9721,Cameron Payne,CHI,23,190.5,83.91452,USA,2015,1,14,8.8,-7.5
9722,Caris LeVert,BKN,23,200.66,92.079176,USA,2016,1,20,12.1,-6.4
9723,Carmelo Anthony,OKC,34,203.2,108.86208,USA,2003,1,3,16.2,5.2
9724,Cedi Osman,CLE,23,203.2,97.52228,Turkey,2015,2,31,3.9,3.9
9725,Chandler Parsons,MEM,29,208.28,104.32616,USA,2011,2,38,7.9,-6
9726,Channing Frye,LAL,35,210.82,115.66596,USA,2005,1,8,5,8.2
9727,Charles Cooke,NOP,23,195.58,88.904032,USA,,,,0.5,-15.7
9728,Cheick Diallo,NOP,21,205.74,99.79024,Mali,2016,2,33,4.9,-7.4
